Date,Product_Name,Keyword,Match_Type,Impressions,Clicks,Spend,Sales,Orders,Current_Bid,Actual_CPC,Suggested_Bid_Min,Suggested_Bid_Max,ACOS_Current,Target_ACOS_Goal,Conversion_Rate,CTR,Unit_Price,Competitor_Price,Inventory_Level,Day_Type,Optimal_Bid,My_Rating,Comp_Rating,Comp_Review_Count,Price_Gap,Rating_Gap
2026-01-04,Graviola,soursop extract,Exact,4497,68,1385.16,1180,2,24.1,20.37,14.26,30.55,100.0,20.0,0.0378,0.0153,590,608,131,Weekend,14.26,4.0,4.7,1660,-18,-0.7000000000000002
2026-01-04,Graviola,graviola fruit supplement,Phrase,3701,71,2353.65,1770,3,40.66,33.15,23.2,49.72,100.0,20.0,0.0555,0.0192,590,565,228,Weekend,23.2,4.0,3.6,1822,25,0.3999999999999999
2026-01-04,Graviola,graviola fruit supplement,Broad,5554,93,3005.76,2950,5,37.61,32.32,22.62,48.48,100.0,20.0,0.0574,0.0168,590,624,10,Weekend,22.62,4.0,3.8,2934,-34,0.20000000000000018
2026-01-04,Eco ensulin,sugar control drink,Exact,5479,132,2419.56,13101,11,19.41,18.33,12.83,27.49,18.47,20.0,0.0899,0.0241,1191,1210,18,Weekend,21.41,4.2,3.8,1057,-19,0.40000000000000036
2026-01-04,Eco ensulin,sugar control drink,Phrase,4538,53,1988.56,5955,5,43.74,37.52,26.26,56.28,33.39,20.0,0.0957,0.0117,1191,1228,32,Weekend,26.26,4.2,3.6,2580,-37,0.6000000000000001
2026-01-04,Eco ensulin,ayurvedic insulin support,Broad,5707,98,3799.46,7146,6,43.86,38.77,27.14,58.16,53.17,20.0,0.063,0.0173,1191,1141,118,Weekend,27.14,4.2,4.8,2524,50,-0.5999999999999996
2026-01-04,Curcumin C3,turmeric extract,Exact,6481,106,1575.16,5694,6,16.04,14.86,10.4,22.29,27.66,20.0,0.0651,0.0164,949,980,109,Weekend,12.36,4.5,3.9,4479,-31,0.6000000000000001
2026-01-04,Curcumin C3,turmeric extract,Phrase,1974,37,874.68,1898,2,25.52,23.64,16.55,35.46,46.08,20.0,0.0718,0.0192,949,967,289,Weekend,16.55,4.5,3.5,353,-18,1.0
2026-01-04,Curcumin C3,turmeric extract,Broad,5846,37,1461.13,1898,2,42.56,39.49,27.64,59.23,76.98,20.0,0.0562,0.0064,949,991,196,Weekend,27.64,4.5,4.4,2025,-42,0.09999999999999964
2026-01-04,Fruit Drink,energy booster drink,Exact,4232,89,2615.71,2392,4,33.76,29.39,20.57,44.09,100.0,20.0,0.0533,0.0211,598,591,208,Weekend,20.57,4.0,3.8,3513,7,0.20000000000000018
2026-01-04,Fruit Drink,vitamin c drink,Phrase,3333,78,2616.9,2392,4,40.63,33.55,23.48,50.32,100.0,20.0,0.0527,0.0237,598,625,262,Weekend,23.48,4.0,4.0,2511,-27,0.0
2026-01-04,Fruit Drink,refreshing fruit punch,Broad,6086,138,2760.0,4784,8,25.7,20.0,14.0,30.0,57.69,20.0,0.0603,0.0228,598,621,224,Weekend,14.0,4.0,3.6,1725,-23,0.3999999999999999
2026-01-05,Aloe vera juice,pure aloe juice,Exact,3213,73,2044.73,1323,3,36.61,28.01,19.61,42.02,100.0,20.0,0.0515,0.0228,441,476,79,Weekday,19.61,3.8,3.9,4889,-35,-0.10000000000000009
2026-01-05,Aloe vera juice,natural detox drink,Phrase,1774,12,414.36,0,0,39.47,34.53,24.17,51.8,0.0,20.0,0.0329,0.0071,441,410,274,Weekday,24.17,3.8,4.5,4745,31,-0.7000000000000002
2026-01-05,Aloe vera juice,aloe drink for health,Broad,3365,77,2477.86,1323,3,35.72,32.18,22.53,48.27,100.0,20.0,0.049,0.023,441,391,24,Weekday,22.53,3.8,3.6,4049,50,0.19999999999999973
2026-01-05,Graviola,graviola capsules,Exact,2640,50,1033.5,1194,2,24.41,20.67,14.47,31.01,86.56,20.0,0.048,0.0192,597,557,61,Weekday,14.47,4.0,3.9,285,40,0.10000000000000009
2026-01-05,Graviola,graviola capsules,Phrase,2687,50,1188.0,1194,2,31.27,23.76,16.63,35.64,99.5,20.0,0.0445,0.0187,597,622,114,Weekday,16.63,4.0,4.4,1282,-25,-0.40000000000000036
2026-01-05,Graviola,graviola capsules,Broad,2880,54,1751.76,597,1,35.71,32.44,22.71,48.66,100.0,20.0,0.0355,0.019,597,552,45,Weekday,22.71,4.0,4.5,2217,45,-0.5
2026-01-05,Eco ensulin,eco insulin liquid,Exact,2415,26,709.28,2406,2,32.49,27.28,19.1,40.92,29.48,20.0,0.0958,0.011,1203,1241,50,Weekday,23.05,4.2,3.6,2518,-38,0.6000000000000001
2026-01-05,Eco ensulin,eco insulin liquid,Phrase,3584,50,1590.5,4812,4,38.08,31.81,22.27,47.71,33.05,20.0,0.0835,0.014,1203,1238,41,Weekday,22.27,4.2,4.2,103,-35,0.0
2026-01-05,Eco ensulin,natural diabetic care,Broad,3049,41,1337.01,3609,3,34.96,32.61,22.83,48.91,37.05,20.0,0.0818,0.0137,1203,1161,108,Weekday,22.83,4.2,3.9,1165,42,0.30000000000000027
2026-01-05,Curcumin C3,curcumin with piperine,Exact,1121,9,202.5,0,0,25.78,22.5,15.75,33.75,0.0,20.0,0.0627,0.0089,943,990,289,Weekday,15.75,4.5,4.1,4365,-47,0.40000000000000036
2026-01-05,Curcumin C3,anti-inflammatory supplement,Phrase,3371,37,1142.56,1886,2,33.59,30.88,21.62,46.32,60.58,20.0,0.0624,0.0112,943,987,95,Weekday,21.62,4.5,4.1,3024,-44,0.40000000000000036
2026-01-05,Curcumin C3,joint pain relief,Broad,3107,69,1089.51,2829,3,19.45,15.79,11.05,23.68,38.51,20.0,0.0561,0.0224,943,944,133,Weekday,11.05,4.5,4.2,3799,-1,0.2999999999999998
2026-01-05,Fruit Drink,mixed fruit juice,Exact,1624,15,252.45,0,0,23.28,16.83,11.78,25.24,0.0,20.0,0.0329,0.0093,591,560,78,Weekday,11.78,4.0,4.7,4666,31,-0.7000000000000002
2026-01-05,Fruit Drink,mixed fruit juice,Phrase,2561,62,2146.44,1182,2,39.64,34.62,24.23,51.93,100.0,20.0,0.0464,0.0245,591,635,215,Weekday,24.23,4.0,4.4,4683,-44,-0.40000000000000036
2026-01-05,Fruit Drink,vitamin c drink,Broad,1385,25,591.5,0,0,30.32,23.66,16.56,35.49,0.0,20.0,0.0339,0.0181,591,550,77,Weekday,16.56,4.0,4.6,1283,41,-0.5999999999999996
2026-01-06,Aloe vera juice,aloe drink for health,Exact,2066,45,1604.25,890,2,38.8,35.65,24.95,53.47,100.0,20.0,0.0501,0.0219,445,446,133,Weekday,24.95,3.8,3.8,1131,-1,0.0
2026-01-06,Aloe vera juice,natural detox drink,Phrase,4135,55,1664.3,890,2,37.36,30.26,21.18,45.39,100.0,20.0,0.045,0.0134,445,475,168,Weekday,21.18,3.8,4.2,2031,-30,-0.40000000000000036
2026-01-06,Aloe vera juice,aloe drink for health,Broad,1843,22,355.74,445,1,20.4,16.17,11.32,24.26,79.94,20.0,0.046,0.0122,445,405,204,Weekday,11.32,3.8,3.8,3728,40,0.0
2026-01-06,Graviola,natural immunity booster,Exact,1234,9,231.75,0,0,33.49,25.75,18.02,38.62,0.0,20.0,0.0457,0.0076,607,644,183,Weekday,18.02,4.0,4.4,1470,-37,-0.40000000000000036
2026-01-06,Graviola,graviola fruit supplement,Phrase,1580,29,729.64,607,1,35.31,25.16,17.61,37.74,100.0,20.0,0.0532,0.0189,607,579,172,Weekday,17.61,4.0,3.7,323,28,0.2999999999999998
2026-01-06,Graviola,natural immunity booster,Broad,1406,16,320.32,0,0,28.59,20.02,14.01,30.03,0.0,20.0,0.0613,0.0116,607,640,121,Weekday,14.01,4.0,3.6,1955,-33,0.3999999999999999
2026-01-06,Eco ensulin,sugar control drink,Exact,3745,67,1625.42,4828,4,31.94,24.26,16.98,36.39,33.67,20.0,0.0713,0.018,1207,1220,232,Weekday,17.21,4.2,4.7,4429,-13,-0.5
2026-01-06,Eco ensulin,sugar control drink,Phrase,3917,52,1841.84,3621,3,43.89,35.42,24.79,53.13,50.87,20.0,0.0747,0.0134,1207,1214,59,Weekday,24.79,4.2,4.5,2407,-7,-0.2999999999999998
2026-01-06,Eco ensulin,sugar control drink,Broad,3582,88,2195.6,6035,5,31.16,24.95,17.46,37.42,36.38,20.0,0.0657,0.0246,1207,1164,198,Weekday,17.46,4.2,4.7,4948,43,-0.5
2026-01-06,Curcumin C3,turmeric extract,Exact,1748,32,464.0,944,1,18.51,14.5,10.15,21.75,49.15,20.0,0.0413,0.0185,944,897,287,Weekday,10.15,4.5,4.7,986,47,-0.20000000000000018
2026-01-06,Curcumin C3,curcumin with piperine,Phrase,2670,62,1897.82,1888,2,34.06,30.61,21.43,45.91,100.0,20.0,0.0483,0.0233,944,967,54,Weekday,21.43,4.5,4.7,3268,-23,-0.20000000000000018
2026-01-06,Curcumin C3,curcumin with piperine,Broad,1772,39,1598.61,1888,2,43.84,40.99,28.69,61.48,84.67,20.0,0.0638,0.0225,944,922,273,Weekday,28.69,4.5,3.7,4286,22,0.7999999999999998
2026-01-06,Fruit Drink,mixed fruit juice,Exact,2030,15,211.65,0,0,15.13,14.11,9.88,21.16,0.0,20.0,0.0452,0.0076,603,555,54,Weekday,9.88,4.0,4.0,2980,48,0.0
2026-01-06,Fruit Drink,mixed fruit juice,Phrase,1724,29,332.63,603,1,15.31,11.47,8.03,17.21,55.16,20.0,0.0381,0.0169,603,584,68,Weekday,8.03,4.0,4.5,3509,19,-0.5
2026-01-06,Fruit Drink,energy booster drink,Broad,1754,25,677.0,0,0,33.81,27.08,18.96,40.62,0.0,20.0,0.0303,0.0143,603,566,182,Weekday,18.96,4.0,4.8,3003,37,-0.7999999999999998
2026-01-07,Aloe vera juice,organic aloe vera,Exact,1485,20,832.4,457,1,44.92,41.62,29.13,62.43,100.0,20.0,0.0529,0.0136,457,426,183,Weekday,29.13,3.8,3.5,698,31,0.2999999999999998
2026-01-07,Aloe vera juice,natural detox drink,Phrase,3599,64,1870.72,457,1,32.87,29.23,20.46,43.84,100.0,20.0,0.0302,0.018,457,419,226,Weekday,20.46,3.8,4.6,3975,38,-0.7999999999999998
2026-01-07,Aloe vera juice,pure aloe juice,Broad,2354,35,1394.05,457,1,44.04,39.83,27.88,59.74,100.0,20.0,0.0384,0.015,457,461,104,Weekday,27.88,3.8,4.4,333,-4,-0.6000000000000005
2026-01-07,Graviola,graviola capsules,Exact,4626,30,780.6,604,1,30.59,26.02,18.21,39.03,100.0,20.0,0.0534,0.0067,604,618,126,Weekday,18.21,4.0,3.9,1743,-14,0.10000000000000009
2026-01-07,Graviola,graviola fruit supplement,Phrase,1464,33,916.74,604,1,31.1,27.78,19.45,41.67,100.0,20.0,0.0363,0.0228,604,607,185,Weekday,19.45,4.0,4.7,3287,-3,-0.7000000000000002
2026-01-07,Graviola,graviola capsules,Broad,1571,10,322.3,0,0,41.86,32.23,22.56,48.34,0.0,20.0,0.0485,0.0068,604,649,189,Weekday,22.56,4.0,4.3,1068,-45,-0.2999999999999998
2026-01-07,Eco ensulin,natural diabetic care,Exact,3796,27,620.19,2394,2,27.29,22.97,16.08,34.45,25.91,20.0,0.0988,0.0074,1197,1245,94,Weekday,23.65,4.2,3.5,4963,-48,0.7000000000000002
2026-01-07,Eco ensulin,ayurvedic insulin support,Phrase,1324,15,195.3,1197,1,15.45,13.02,9.11,19.53,16.32,20.0,0.0941,0.0115,1197,1198,60,Weekday,19.53,4.2,3.5,1453,-1,0.7000000000000002
2026-01-07,Eco ensulin,natural diabetic care,Broad,4293,98,3381.0,9576,8,41.69,34.5,24.15,51.75,35.31,20.0,0.088,0.023,1197,1197,116,Weekday,24.15,4.2,3.8,4977,0,0.40000000000000036
2026-01-07,Curcumin C3,turmeric extract,Exact,3545,37,818.81,1890,2,26.34,22.13,15.49,33.2,43.32,20.0,0.0599,0.0106,945,984,217,Weekday,15.49,4.5,4.2,449,-39,0.2999999999999998
2026-01-07,Curcumin C3,joint pain relief,Phrase,2105,47,1202.26,1890,2,32.52,25.58,17.91,38.37,63.61,20.0,0.0439,0.0227,945,924,176,Weekday,17.91,4.5,4.7,2392,21,-0.20000000000000018
2026-01-07,Curcumin C3,joint pain relief,Broad,2955,58,1921.54,1890,2,40.43,33.13,23.19,49.7,100.0,20.0,0.0512,0.0197,945,917,21,Weekday,23.19,4.5,4.3,1035,28,0.20000000000000018
2026-01-07,Fruit Drink,vitamin c drink,Exact,1632,20,555.6,595,1,31.88,27.78,19.45,41.67,93.38,20.0,0.0539,0.0123,595,634,194,Weekday,19.45,4.0,4.0,3009,-39,0.0
2026-01-07,Fruit Drink,vitamin c drink,Phrase,1246,22,760.98,595,1,39.02,34.59,24.21,51.89,100.0,20.0,0.055,0.0179,595,645,238,Weekday,24.21,4.0,4.0,3842,-50,0.0
2026-01-07,Fruit Drink,mixed fruit juice,Broad,2005,38,665.38,595,1,22.52,17.51,12.26,26.27,100.0,20.0,0.0377,0.0194,595,552,257,Weekday,12.26,4.0,4.4,2028,43,-0.40000000000000036
2026-01-08,Aloe vera juice,pure aloe juice,Exact,2030,25,709.0,0,0,31.91,28.36,19.85,42.54,0.0,20.0,0.0369,0.0126,457,486,177,Weekday,19.85,3.8,4.6,3254,-29,-0.7999999999999998
2026-01-08,Aloe vera juice,pure aloe juice,Phrase,1643,13,276.25,0,0,26.49,21.25,14.87,31.88,0.0,20.0,0.0466,0.0085,457,483,5,Weekday,14.87,3.8,4.1,1759,-26,-0.2999999999999998
2026-01-08,Aloe vera juice,organic aloe vera,Broad,2070,49,1142.68,457,1,30.39,23.32,16.32,34.98,100.0,20.0,0.0285,0.0239,457,422,108,Weekday,16.32,3.8,4.7,3239,35,-0.9000000000000004
2026-01-08,Graviola,graviola capsules,Exact,3355,61,1908.08,1206,2,44.12,31.28,21.9,46.92,100.0,20.0,0.0362,0.0183,603,625,163,Weekday,21.9,4.0,4.8,1311,-22,-0.7999999999999998
2026-01-08,Graviola,graviola capsules,Phrase,1137,28,952.56,603,1,38.21,34.02,23.81,51.03,100.0,20.0,0.0511,0.0247,603,554,187,Weekday,23.81,4.0,3.7,927,49,0.2999999999999998
2026-01-08,Graviola,graviola capsules,Broad,1727,24,375.12,603,1,21.77,15.63,10.94,23.45,62.21,20.0,0.0448,0.014,603,651,167,Weekday,10.94,4.0,4.5,3873,-48,-0.5
2026-01-08,Eco ensulin,natural diabetic care,Exact,3294,72,1189.44,5970,5,23.54,16.52,11.56,24.78,19.92,20.0,0.0796,0.0221,1194,1150,48,Weekday,19.01,4.2,4.0,4759,44,0.20000000000000018
2026-01-08,Eco ensulin,ayurvedic insulin support,Phrase,1851,20,686.0,1194,1,38.43,34.3,24.01,51.45,57.45,20.0,0.0884,0.0111,1194,1178,223,Weekday,24.01,4.2,3.7,1524,16,0.5
2026-01-08,Eco ensulin,sugar control drink,Broad,2095,48,877.44,4776,4,23.59,18.28,12.8,27.42,18.37,20.0,0.084,0.023,1194,1154,131,Weekday,20.06,4.2,3.8,3475,40,0.40000000000000036
2026-01-08,Curcumin C3,curcumin with piperine,Exact,3743,49,912.38,1914,2,22.21,18.62,13.03,27.93,47.67,20.0,0.048,0.0133,957,977,249,Weekday,13.03,4.5,4.7,184,-20,-0.20000000000000018
2026-01-08,Curcumin C3,anti-inflammatory supplement,Phrase,3111,76,2666.08,3828,4,39.22,35.08,24.56,52.62,69.65,20.0,0.0589,0.0245,957,946,224,Weekday,24.56,4.5,4.0,3677,11,0.5
2026-01-08,Curcumin C3,turmeric extract,Broad,2515,35,985.6,1914,2,36.74,28.16,19.71,42.24,51.49,20.0,0.069,0.014,957,967,275,Weekday,19.71,4.5,3.6,4562,-10,0.8999999999999999
2026-01-08,Fruit Drink,refreshing fruit punch,Exact,3467,65,2229.5,1196,2,39.37,34.3,24.01,51.45,100.0,20.0,0.0382,0.0189,598,560,31,Weekday,24.01,4.0,4.4,867,38,-0.40000000000000036
2026-01-08,Fruit Drink,energy booster drink,Phrase,2036,50,1208.0,1196,2,29.9,24.16,16.91,36.24,100.0,20.0,0.0595,0.0246,598,613,157,Weekday,16.91,4.0,3.6,2083,-15,0.3999999999999999
2026-01-08,Fruit Drink,refreshing fruit punch,Broad,3353,64,1820.16,1196,2,36.89,28.44,19.91,42.66,100.0,20.0,0.0369,0.0191,598,567,164,Weekday,19.91,4.0,4.5,4355,31,-0.5
2026-01-09,Aloe vera juice,organic aloe vera,Exact,2009,40,1013.2,447,1,28.21,25.33,17.73,37.99,100.0,20.0,0.0316,0.0203,447,463,69,Weekday,17.73,3.8,4.8,1718,-16,-1.0
